Year,Week Reported,County,Positive Cases
"2015","52","Los Angeles","34"
"2015","35","Madera","1"
"2015","38","Madera","1"
"2015","39","Madera","1"
"2015","41","Madera","1"
"2015","37","Marin","1"
"2015","32","Mendocino","1"
"2015","50","Mendocino","1"
"2015","40","Merced","1"
"2015","29","Nevada","1"
"2015","33","Nevada","1"
"2015","31","Orange","1"
"2015","34","Orange","3"
"2015","35","Orange","1"
"2015","36","Orange","10"
"2015","37","Orange","3"
"2015","38","Orange","3"
"2015","39","Orange","5"
"2015","40","Orange","8"
"2015","41","Orange","2"
"2015","42","Orange","6"
"2015","43","Orange","15"
"2015","44","Orange","5"
"2015","45","Orange","13"
"2015","46","Orange","3"
"2015","47","Orange","3"
"2015","49","Orange","2"
"2015","50","Orange","2"
"2015","51","Orange","2"
"2015","52","Orange","5"
"2015","31","Riverside","3"
"2015","34","Riverside","3"
"2015","35","Riverside","3"
"2015","36","Riverside","5"
"2015","37","Riverside","4"
"2015","38","Riverside","10"
"2015","39","Riverside","19"
"2015","40","Riverside","16"
"2015","41","Riverside","17"
"2015","42","Riverside","14"
"2015","43","Riverside","6"
"2015","44","Riverside","5"
"2015","45","Riverside","4"
"2015","46","Riverside","5"
"2015","47","Riverside","5"
"2015","48","Riverside","2"
"2015","49","Riverside","2"
"2015","50","Riverside","2"
"2015","52","Riverside","2"
"2015","36","Sacramento","1"
"2015","41","Sacramento","1"
"2015","48","Sacramento","1"
"2015","50","Sacramento","1"
"2015","32","San Bernardino","1"
"2015","34","San Bernardino","2"
"2015","35","San Bernardino","1"
"2015","36","San Bernardino","1"
"2015","37","San Bernardino","4"
"2015","38","San Bernardino","6"
"2015","39","San Bernardino","4"
"2015","40","San Bernardino","4"
"2015","41","San Bernardino","4"
"2015","42","San Bernardino","7"
"2015","43","San Bernardino","6"
"2015","44","San Bernardino","1"
"2015","46","San Bernardino","3"
"2015","47","San Bernardino","1"
"2015","48","San Bernardino","1"
"2015","49","San Bernardino","2"
"2015","50","San Bernardino","1"
"2015","51","San Bernardino","1"
"2015","52","San Bernardino","3"
"2015","34","San Diego","1"
"2015","37","San Diego","1"
"2015","38","San Diego","2"
"2015","39","San Diego","4"
"2015","40","San Diego","5"
"2015","41","San Diego","3"
"2015","42","San Diego","5"
"2015","43","San Diego","7"
"2015","44","San Diego","1"
"2015","45","San Diego","4"
"2015","47","San Diego","4"
"2015","48","San Diego","1"
"2015","49","San Diego","1"
"2015","50","San Diego","1"
"2015","51","San Diego","1"
"2015","52","San Diego","1"
"2015","33","San Joaquin","1"
"2015","38","San Joaquin","1"
"2015","32","Santa Clara","1"
"2015","35","Santa Clara","1"
"2015","36","Santa Clara","1"
"2015","38","Santa Clara","2"
"2015","41","Santa Clara","1"
"2015","43","Santa Clara","1"
"2015","46","Santa Clara","1"
"2015","35","Shasta","1"
"2015","36","Shasta","1"
"2015","39","Shasta","1"
"2015","34","Siskiyou","1"
"2015","39","Solano","1"
"2015","33","Stanislaus","3"
"2015","36","Stanislaus","1"
"2015","37","Stanislaus","2"
"2015","38","Stanislaus","3"
"2015","39","Stanislaus","2"
"2015","40","Stanislaus","1"
"2015","52","Stanislaus","1"
"2015","33","Sutter","2"
"2015","33","Tehama","2"
"2015","34","Tehama","1"
"2015","36","Tehama","1"
"2015","39","Tehama","1"
"2015","30","Tulare","2"
"2015","31","Tulare","2"
"2015","39","Tulare","3"
"2015","48","Tulare","3"
"2015","49","Tulare","3"
"2015","38","Ventura","1"
"2015","40","Ventura","1"
"2015","41","Ventura","3"
"2015","45","Ventura","1"
"2015","33","Yolo","1"
"2015","34","Yolo","1"
"2015","35","Yolo","2"
"2015","37","Yolo","1"
"2015","38","Yolo","1"
"2015","39","Yolo","1"
"2015","48","Yolo","1"
"2015","33","Yuba","3"
"2015","34","Yuba","1"
"2015","35","Yuba","3"
"2015","43","Yuba","1"
"2015","50","Yuba","1"
"2015","52","Yuba","1"
"2016","49","Amador","1"
"2016","33","Butte","6"
"2016","34","Butte","5"
"2016","35","Butte","2"
"2016","36","Butte","3"
"2016","37","Butte","1"
"2016","38","Butte","2"
"2016","40","Butte","2"
"2016","34","Colusa","1"
"2016","37","Colusa","1"
"2016","37","Contra Costa","1"
"2016","43","Contra Costa","2"
"2016","48","Contra Costa","1"
"2016","35","El Dorado","1"
"2016","30","Fresno","1"
"2016","31","Fresno","1"
"2016","32","Fresno","1"
"2016","34","Fresno","1"
"2016","35","Fresno","1"
"2016","37","Fresno","3"
"2016","39","Fresno","1"
"2016","44","Fresno","1"
"2016","48","Fresno","1"
"2016","51","Fresno","2"
"2016","52","Fresno","1"
"2016","33","Glenn","1"
"2016","35","Glenn","1"
"2016","36","Glenn","1"
"2016","37","Glenn","1"
"2016","39","Glenn","1"
"2016","50","Glenn","1"
"2016","31","Kern","2"
"2016","32","Kern","2"
"2016","34","Kern","1"
"2016","35","Kern","1"
"2016","36","Kern","1"
"2016","37","Kern","1"
"2016","39","Kern","1"
"2016","40","Kern","1"
"2016","41","Kern","2"
"2016","43","Kern","2"
"2016","44","Kern","1"
"2016","45","Kern","1"
"2016","46","Kern","1"
"2016","34","Kings","1"
"2016","38","Kings","1"
"2016","41","Kings","1"
"2016","43","Kings","3"
"2016","45","Kings","1"
"2016","52","Kings","1"
"2016","39","Lake","1"
"2016","30","Los Angeles","1"
"2016","32","Los Angeles","4"
"2016","33","Los Angeles","9"
"2016","34","Los Angeles","10"
"2016","35","Los Angeles","17"
"2016","36","Los Angeles","12"
"2016","37","Los Angeles","10"
"2016","38","Los Angeles","13"
"2016","39","Los Angeles","16"
"2016","40","Los Angeles","13"
"2016","41","Los Angeles","9"
"2016","42","Los Angeles","8"
"2016","43","Los Angeles","6"
"2016","44","Los Angeles","4"
"2016","45","Los Angeles","3"
"2016","46","Los Angeles","2"
"2016","48","Los Angeles","5"
"2016","49","Los Angeles","3"
"2016","50","Los Angeles","2"
"2016","52","Los Angeles","4"
"2016","35","Madera","1"
"2016","38","Madera","1"
"2016","39","Madera","2"
"2016","40","Madera","1"
"2016","45","Madera","1"
"2016","38","Monterey","1"
"2016","31","Orange","1"
"2016","35","Orange","1"
"2016","36","Orange","1"
"2016","37","Orange","9"
"2016","39","Orange","6"
"2016","40","Orange","5"
"2016","42","Orange","5"
"2016","43","Orange","4"
"2016","38","Placer","3"
"2016","39","Placer","2"
"2016","42","Placer","1"
"2016","43","Placer","1"
"2016","35","Riverside","1"
"2016","37","Riverside","1"
"2016","39","Riverside","1"
"2016","40","Riverside","1"
"2016","43","Riverside","1"
"2016","45","Riverside","1"
"2016","50","Riverside","1"
"2016","52","Riverside","4"
"2016","31","Sacramento","1"
"2016","32","Sacramento","1"
"2016","33","Sacramento","2"
"2016","35","Sacramento","5"
"2016","36","Sacramento","4"
"2016","37","Sacramento","5"
"2016","40","Sacramento","2"
"2016","41","Sacramento","1"
"2016","42","Sacramento","1"
"2016","44","Sacramento","1"
"2016","48","Sacramento","1"
"2016","52","Sacramento","1"
"2016","33","San Bernardino","3"
"2016","39","San Bernardino","3"
"2016","40","San Bernardino","1"
"2016","43","San Bernardino","1"
"2016","31","San Diego","1"
"2016","34","San Diego","2"
"2016","38","San Diego","6"
"2016","39","San Diego","2"
"2016","40","San Diego","1"
"2016","41","San Diego","1"
"2016","42","San Diego","1"
"2016","43","San Diego","3"
"2016","50","San Diego","3"
"2016","32","San Joaquin","1"
"2016","34","San Joaquin","3"
"2016","37","San Joaquin","1"
"2016","39","San Joaquin","1"
"2016","40","San Joaquin","1"
"2016","46","San Joaquin","5"
"2016","51","San Joaquin","1"
"2016","35","Santa Clara","1"
"2016","34","Shasta","1"
"2016","40","Solano","2"
"2016","41","Solano","1"
"2016","52","Solano","1"
"2016","32","Stanislaus","3"
"2016","33","Stanislaus","1"
"2016","34","Stanislaus","1"
"2016","35","Stanislaus","5"
"2016","36","Stanislaus","1"
"2016","37","Stanislaus","4"
"2016","38","Stanislaus","1"
"2016","39","Stanislaus","1"
"2016","40","Stanislaus","2"
"2016","41","Stanislaus","2"
"2016","42","Stanislaus","1"
"2016","44","Stanislaus","1"
"2016","45","Stanislaus","1"
"2016","48","Stanislaus","1"
"2016","49","Stanislaus","1"
"2016","34","Sutter","2"
"2016","35","Sutter","1"
"2016","36","Sutter","3"
"2016","37","Sutter","1"
"2016","38","Sutter","2"
"2016","40","Sutter","1"
"2016","44","Sutter","1"
"2016","51","Sutter","1"
"2016","31","Tehama","1"
"2016","35","Tehama","3"
"2016","38","Tehama","1"
"2016","38","Tulare","3"
"2016","39","Tulare","4"
"2016","42","Tulare","2"
"2016","44","Tulare","1"
"2016","35","Ventura","2"
"2016","52","Ventura","5"
"2016","33","Yolo","2"
"2016","34","Yolo","2"
"2016","35","Yolo","1"
"2016","36","Yolo","5"
"2016","37","Yolo","1"
"2016","38","Yolo","1"
"2016","42","Yolo","1"
"2016","52","Yolo","3"
"2016","30","Yuba","1"
"2016","34","Yuba","1"
"2016","35","Yuba","2"
"2016","36","Yuba","1"
"2016","37","Yuba","4"
"2016","48","Yuba","1"
"2016","52","Yuba","1"
"2017","44","Alameda","1"
"2017","33","Butte","1"
"2017","35","Butte","1"
"2017","45","Butte","1"
"2017","53","Butte","1"
"2017","39","Contra Costa","2"
"2017","44","Contra Costa","1"
"2017","45","Contra Costa","1"
"2017","34","Fresno","1"
"2017","37","Fresno","1"
"2017","39","Fresno","1"
"2017","44","Fresno","2"
"2017","46","Fresno","2"
"2017","48","Fresno","2"
"2017","53","Fresno","4"
"2017","36","Imperial","1"
"2017","40","Imperial","1"
"2017","42","Imperial","1"
"2017","36","Inyo","1"
"2017","37","Inyo","2"
"2017","39","Inyo","1"
"2017","26","Kern","1"
"2017","32","Kern","2"
"2017","33","Kern","3"
"2017","34","Kern","2"
"2017","35","Kern","2"
"2017","36","Kern","1"
"2017","37","Kern","1"
"2017","38","Kern","2"
"2017","39","Kern","3"
"2017","40","Kern","5"
"2017","43","Kern","3"
"2017","46","Kern","1"
"2017","48","Kern","1"
"2017","50","Kern","1"
"2017","53","Kern","2"
"2017","17","Kings","1"
"2017","50","Kings","3"
"2017","53","Kings","1"
"2017","24","Los Angeles","1"
"2017","30","Los Angeles","2"
"2017","31","Los Angeles","5"
"2017","32","Los Angeles","6"
"2017","33","Los Angeles","9"
"2017","34","Los Angeles","4"
"2017","35","Los Angeles","12"
"2017","36","Los Angeles","7"
"2017","37","Los Angeles","19"
"2017","38","Los Angeles","15"
"2017","39","Los Angeles","16"
"2017","40","Los Angeles","25"
"2017","41","Los Angeles","40"
"2017","42","Los Angeles","26"
"2017","43","Los Angeles","29"
"2017","44","Los Angeles","15"
"2017","45","Los Angeles","10"
"2017","46","Los Angeles","2"
"2017","48","Los Angeles","17"
"2017","50","Los Angeles","1"
"2017","53","Los Angeles","16"
"2017","41","Madera","1"
"2017","44","Madera","1"
"2017","45","Merced","1"
"2017","53","Merced","9"
"2017","34","Orange","3"
"2017","35","Orange","2"
"2017","36","Orange","3"
"2017","37","Orange","3"
"2017","38","Orange","3"
"2017","39","Orange","6"
"2017","40","Orange","5"
"2017","41","Orange","4"
"2017","42","Orange","2"
"2017","43","Orange","2"
"2017","33","Riverside","1"
"2017","34","Riverside","1"
"2017","35","Riverside","1"
"2017","36","Riverside","2"
"2017","37","Riverside","2"
"2017","38","Riverside","1"
"2017","39","Riverside","3"
"2017","40","Riverside","2"
"2017","41","Riverside","3"
"2017","42","Riverside","4"
"2017","43","Riverside","3"
"2017","44","Riverside","1"
"2017","46","Riverside","1"
"2017","48","Riverside","2"
"2017","53","Riverside","5"
"2017","35","Sacramento","1"
"2017","44","Sacramento","1"
"2017","48","Sacramento","1"
"2017","50","Sacramento","1"
"2017","53","Sacramento","2"
"2017","28","San Bernardino","1"
"2017","32","San Bernardino","3"
"2017","33","San Bernardino","1"
"2017","34","San Bernardino","1"
"2017","35","San Bernardino","6"
"2017","36","San Bernardino","2"
"2017","37","San Bernardino","3"
"2017","38","San Bernardino","5"
"2017","39","San Bernardino","2"
"2017","40","San Bernardino","2"
"2017","41","San Bernardino","6"
"2017","42","San Bernardino","4"
"2017","43","San Bernardino","3"
"2017","45","San Bernardino","2"
"2017","48","San Bernardino","1"
"2017","50","San Bernardino","5"
"2017","53","San Bernardino","10"
"2017","40","San Diego","1"
"2017","42","San Diego","1"
"2017","38","San Francisco","1"
"2017","33","San Joaquin","1"
"2017","35","San Joaquin","2"
"2017","36","San Joaquin","3"
"2017","37","San Joaquin","3"
"2017","40","San Joaquin","1"
"2017","42","San Joaquin","2"
"2017","43","San Joaquin","2"
"2017","42","Shasta","1"
"2017","44","Solano","1"
"2017","33","Stanislaus","2"
"2017","34","Stanislaus","4"
"2017","37","Stanislaus","1"
"2017","38","Stanislaus","1"
"2017","39","Stanislaus","3"
"2017","40","Stanislaus","4"
"2017","41","Stanislaus","2"
"2017","42","Stanislaus","3"
"2017","43","Stanislaus","1"
"2017","45","Stanislaus","3"
"2017","46","Stanislaus","4"
"2017","34","Sutter","1"
"2017","46","Sutter","1"
"2017","53","Sutter","1"
"2017","40","Tehama","1"
"2017","53","Tehama","1"
"2017","33","Tulare","1"
"2017","34","Tulare","1"
"2017","35","Tulare","1"
"2017","36","Tulare","1"
"2017","45","Tulare","8"
"2017","42","Ventura","1"
"2017","38","Yolo","3"
"2017","41","Yolo","1"
"2017","45","Yolo","1"
"2017","50","Yolo","1"
"2017","50","Yuba","1"
"2018","36","Amador","1"
"2018","30","Butte","1"
"2018","34","Butte","1"
"2018","35","Butte","4"
"2018","39","Butte","4"
"2018","49","Butte","1"
"2018","53","Butte","1"
"2018","35","Contra Costa","1"
"2018","38","Contra Costa","1"
"2018","40","Contra Costa","1"
"2018","49","Contra Costa","1"
"2018","25","Fresno","1"
"2018","28","Fresno","1"
"2018","34","Fresno","1"
"2018","41","Fresno","2"
"2018","48","Fresno","5"
"2018","49","Fresno","1"
"2018","53","Fresno","3"
"2018","35","Glenn","1"
"2018","36","Glenn","1"
"2018","37","Humboldt","1"
"2018","24","Kern","1"
"2018","25","Kern","1"
"2018","36","Kern","1"
"2018","37","Kern","2"
"2018","44","Kern","3"
"2018","48","Kern","1"
"2018","49","Kern","3"
"2018","53","Kern","1"
"2018","38","Lake","1"
"2018","24","Los Angeles","1"
"2018","25","Los Angeles","1"
"2018","32","Los Angeles","2"
"2018","34","Los Angeles","1"
"2018","35","Los Angeles","1"
"2018","36","Los Angeles","5"
"2018","38","Los Angeles","10"
"2018","39","Los Angeles","5"
"2018","41","Los Angeles","9"
"2018","42","Los Angeles","3"
"2018","43","Los Angeles","2"
"2018","46","Los Angeles","2"
"2018","50","Los Angeles","1"
"2018","37","Madera","2"
"2018","44","Madera","1"
"2018","53","Madera","1"
"2018","33","Merced","1"
"2018","38","Merced","1"
"2018","43","Monterey","1"
"2018","45","Napa","1"
"2018","41","Nevada","1"
"2018","35","Orange","1"
"2018","38","Orange","2"
"2018","39","Orange","2"
"2018","41","Orange","1"
"2018","43","Orange","2"
"2018","46","Orange","1"
"2018","37","Placer","7"
"2018","38","Placer","1"
"2018","43","Placer","1"
"2018","24","Riverside","2"
"2018","34","Riverside","1"
"2018","35","Riverside","2"
"2018","36","Riverside","1"
"2018","37","Riverside","1"
"2018","38","Riverside","1"
"2018","39","Riverside","1"
"2018","40","Riverside","2"
"2018","42","Riverside","1"
"2018","43","Riverside","1"
"2018","46","Riverside","1"
"2018","53","Riverside","1"
"2018","25","Sacramento","1"
"2018","39","Sacramento","1"
"2018","43","Sacramento","5"
"2018","46","Sacramento","1"
"2018","49","Sacramento","5"
"2018","53","Sacramento","2"
"2018","25","San Bernardino","1"
"2018","37","San Bernardino","2"
"2018","42","San Bernardino","1"
"2018","45","San Bernardino","1"
"2018","46","San Bernardino","1"
"2018","49","San Bernardino","1"
"2018","53","San Bernardino","2"
"2018","44","San Diego","1"
"2018","53","San Diego","1"
"2018","30","San Joaquin","1"
"2018","32","San Joaquin","2"
"2018","33","San Joaquin","1"
"2018","37","San Joaquin","5"
"2018","44","San Joaquin","3"
"2018","46","San Joaquin","1"
"2018","53","San Joaquin","1"
"2018","40","Santa Clara","1"
"2018","34","Shasta","1"
"2018","32","Stanislaus","1"
"2018","34","Stanislaus","4"
"2018","36","Stanislaus","1"
"2018","38","Stanislaus","2"
"2018","42","Stanislaus","3"
"2018","44","Stanislaus","1"
"2018","45","Stanislaus","2"
"2018","46","Stanislaus","1"
"2018","42","Sutter","1"
"2018","35","Tehama","1"
"2018","50","Tehama","1"
"2018","34","Tulare","1"
"2018","38","Tulare","2"
"2018","44","Tulare","4"
"2018","48","Tulare","1"
"2018","32","Tuolumne","1"
"2018","32","Ventura","1"
"2018","44","Ventura","1"
"2018","36","Yolo","2"
"2018","37","Yolo","4"
"2018","39","Yolo","1"
"2018","42","Yolo","2"
"2018","43","Yolo","1"
"2018","53","Yolo","1"
"2018","36","Yuba","1"
"2018","41","Yuba","1"
"2019","38","Amador","1"
"2019","33","Butte","1"
"2019","34","Butte","1"
"2019","35","Butte","1"
"2019","37","Butte","1"
"2019","31","Fresno","1"
"2019","34","Fresno","25"
"2019","35","Fresno","1"
"2019","37","Fresno","10"
"2019","38","Fresno","4"
"2019","28","Imperial","1"
"2019","32","Imperial","1"
"2019","34","Imperial","1"
"2019","34","Kern","1"
"2019","35","Kern","2"
"2019","37","Kern","7"
"2019","32","Los Angeles","2"
"2019","35","Los Angeles","2"
"2019","36","Los Angeles","1"
"2019","38","Los Angeles","1"
"2019","37","Madera","1"
"2019","37","Merced","1"
"2019","38","Merced","1"
"2019","36","Orange","1"
"2019","35","Riverside","2"
"2019","37","Riverside","2"
"2019","29","San Bernardino","1"
"2019","35","San Bernardino","1"
"2019","37","San Bernardino","1"
"2019","38","San Bernardino","1"
"2019","34","San Diego","2"
"2019","35","San Diego","1"
"2019","33","San Joaquin","1"
"2019","34","San Joaquin","1"
"2019","37","San Joaquin","1"
"2019","33","Solano","1"
"2019","31","Stanislaus","1"
"2019","36","Stanislaus","2"
"2019","37","Stanislaus","2"
"2019","32","Tulare","3"
"2019","33","Tulare","1"
"2019","35","Tulare","2"
"2019","36","Tulare","1"
"2019","37","Tulare","1"
"2019","38","Tulare","1"
